event_id,user_id,event_date,event_type,failed_login_count,mfa_exception_flag,resolved_flag
MFA00137,U0210,2026-04-24,bypass_request,0,FALSE,TRUE
MFA00138,U0012,2026-03-11,failed_login,1,FALSE,TRUE
MFA00139,U0449,2026-03-24,failed_login,1,FALSE,TRUE
MFA00140,U0106,2026-01-20,failed_login,3,FALSE,TRUE
MFA00141,U0404,2026-02-25,failed_login,2,FALSE,TRUE
MFA00142,U0077,2026-04-08,device_change,0,FALSE,TRUE
MFA00143,U0223,2026-06-15,failed_login,3,FALSE,TRUE
MFA00144,U0200,2026-04-03,failed_login,2,FALSE,TRUE
MFA00145,U0046,2026-03-31,failed_login,1,FALSE,TRUE
MFA00146,U0246,2026-02-26,reset,1,FALSE,TRUE
MFA00147,U0415,2026-01-10,reset,2,FALSE,TRUE
MFA00148,U0223,2026-06-07,reset,0,FALSE,TRUE
MFA00149,U0223,2026-02-08,reset,0,FALSE,TRUE
MFA00150,U0469,2026-04-15,reset,0,FALSE,TRUE
MFA00151,U0485,2026-05-27,failed_login,3,FALSE,TRUE
MFA00152,U0483,2026-03-15,bypass_request,2,FALSE,TRUE
MFA00153,U0311,2026-06-04,device_change,1,FALSE,TRUE
MFA00154,U0371,2026-05-17,bypass_request,0,FALSE,TRUE
MFA00155,U0079,2026-02-17,failed_login,1,TRUE,FALSE
MFA00156,U0263,2026-05-09,device_change,0,FALSE,TRUE
MFA00157,U0304,2026-02-03,failed_login,1,FALSE,TRUE
MFA00158,U0401,2026-03-04,reset,0,FALSE,TRUE
MFA00159,U0083,2026-01-11,failed_login,1,FALSE,TRUE
MFA00160,U0255,2026-05-06,failed_login,3,FALSE,TRUE
MFA00161,U0207,2026-04-30,device_change,2,FALSE,FALSE
MFA00162,U0311,2026-04-14,failed_login,5,FALSE,TRUE
MFA00163,U0258,2026-02-02,device_change,1,FALSE,TRUE
MFA00164,U0189,2026-01-30,device_change,0,FALSE,TRUE
MFA00165,U0192,2026-05-05,reset,0,FALSE,TRUE
MFA00166,U0327,2026-04-26,bypass_request,8,FALSE,TRUE
MFA00167,U0155,2026-02-06,failed_login,1,FALSE,TRUE
MFA00168,U0250,2026-04-30,failed_login,2,FALSE,TRUE
MFA00169,U0304,2026-02-07,reset,1,FALSE,TRUE
MFA00170,U0028,2026-04-09,failed_login,8,FALSE,TRUE
MFA00171,U0077,2026-05-12,failed_login,3,FALSE,TRUE
MFA00172,U0434,2026-04-01,failed_login,2,FALSE,TRUE
MFA00173,U0006,2026-02-07,device_change,1,FALSE,TRUE
MFA00174,U0156,2026-05-14,reset,0,FALSE,TRUE
MFA00175,U0314,2026-06-09,failed_login,2,FALSE,TRUE
MFA00176,U0300,2026-04-23,reset,1,FALSE,TRUE
MFA00177,U0342,2026-05-25,bypass_request,2,FALSE,TRUE
MFA00178,U0170,2026-04-23,failed_login,5,FALSE,TRUE
MFA00179,U0250,2026-01-24,device_change,0,FALSE,TRUE
MFA00180,U0304,2026-02-04,reset,0,FALSE,TRUE
MFA00181,U0423,2026-04-20,device_change,0,TRUE,FALSE
MFA00182,U0485,2026-01-10,reset,0,FALSE,TRUE
MFA00183,U0255,2026-02-12,device_change,2,FALSE,TRUE
MFA00184,U0255,2026-03-29,device_change,0,FALSE,FALSE
MFA00185,U0490,2026-05-28,device_change,0,FALSE,TRUE
MFA00186,U0170,2026-03-25,failed_login,3,FALSE,TRUE
MFA00187,U0302,2026-03-13,failed_login,5,FALSE,TRUE
MFA00188,U0371,2026-05-04,reset,0,FALSE,TRUE
MFA00189,U0499,2026-04-14,bypass_request,0,FALSE,TRUE
MFA00190,U0422,2026-02-27,reset,1,FALSE,TRUE
MFA00191,U0238,2026-01-26,device_change,0,FALSE,TRUE
MFA00192,U0205,2026-03-26,failed_login,2,FALSE,TRUE
MFA00193,U0486,2026-01-17,device_change,1,FALSE,TRUE
MFA00194,U0102,2026-02-09,device_change,0,FALSE,FALSE
MFA00195,U0190,2026-03-02,reset,0,FALSE,FALSE
MFA00196,U0203,2026-04-14,failed_login,2,TRUE,TRUE
MFA00197,U0173,2026-03-25,reset,0,FALSE,TRUE
MFA00198,U0485,2026-01-03,bypass_request,0,TRUE,FALSE
MFA00199,U0407,2026-06-15,device_change,0,FALSE,TRUE
MFA00200,U0017,2026-04-04,reset,0,FALSE,TRUE
MFA00201,U0045,2026-03-21,reset,0,FALSE,TRUE
MFA00202,U0021,2026-02-19,failed_login,5,FALSE,TRUE
MFA00203,U0252,2026-06-01,reset,0,FALSE,TRUE
MFA00204,U0438,2026-01-17,reset,0,FALSE,TRUE
MFA00205,U0250,2026-01-25,failed_login,2,FALSE,TRUE
MFA00206,U0202,2026-02-11,device_change,0,FALSE,TRUE
MFA00207,U0261,2026-04-13,reset,0,FALSE,TRUE
MFA00208,U0434,2026-03-25,reset,0,FALSE,TRUE
MFA00209,U0019,2026-05-31,reset,1,FALSE,TRUE
MFA00210,U0065,2026-01-19,reset,0,FALSE,TRUE
MFA00211,U0123,2026-04-22,bypass_request,0,FALSE,TRUE
MFA00212,U0374,2026-02-23,failed_login,8,FALSE,TRUE
MFA00213,U0201,2026-01-17,reset,0,FALSE,TRUE
MFA00214,U0200,2026-05-08,reset,0,FALSE,TRUE
MFA00215,U0231,2026-03-25,reset,1,FALSE,TRUE
MFA00216,U0491,2026-05-26,device_change,1,FALSE,TRUE
MFA00217,U0085,2026-04-17,device_change,0,FALSE,TRUE
MFA00218,U0022,2026-03-03,device_change,0,FALSE,TRUE
MFA00219,U0104,2026-04-17,bypass_request,0,TRUE,TRUE
MFA00220,U0315,2026-01-01,failed_login,1,FALSE,FALSE
MFA00221,U0112,2026-05-10,reset,0,FALSE,TRUE
MFA00222,U0303,2026-06-06,failed_login,1,FALSE,TRUE
MFA00223,U0021,2026-06-01,failed_login,3,FALSE,TRUE
MFA00224,U0023,2026-01-05,reset,0,FALSE,TRUE
MFA00225,U0243,2026-04-17,device_change,2,FALSE,TRUE
MFA00226,U0119,2026-06-01,device_change,0,FALSE,TRUE
MFA00227,U0437,2026-02-28,reset,0,FALSE,TRUE
MFA00228,U0003,2026-01-11,failed_login,1,FALSE,TRUE
MFA00229,U0078,2026-01-20,failed_login,5,FALSE,TRUE
MFA00230,U0280,2026-01-05,device_change,0,FALSE,FALSE
MFA00231,U0328,2026-06-03,bypass_request,5,FALSE,TRUE
MFA00232,U0283,2026-01-30,reset,1,FALSE,TRUE
MFA00233,U0091,2026-02-21,failed_login,1,FALSE,TRUE
MFA00234,U0126,2026-01-06,device_change,0,FALSE,TRUE
MFA00235,U0087,2026-03-07,failed_login,2,FALSE,TRUE
MFA00236,U0049,2026-03-15,failed_login,2,FALSE,TRUE
MFA00237,U0036,2026-02-09,reset,1,FALSE,TRUE
MFA00238,U0201,2026-03-11,reset,2,FALSE,TRUE
MFA00239,U0063,2026-05-17,failed_login,2,FALSE,TRUE
MFA00240,U0143,2026-04-02,bypass_request,5,TRUE,TRUE
MFA00241,U0242,2026-06-08,bypass_request,5,FALSE,TRUE
MFA00242,U0112,2026-05-14,reset,1,FALSE,TRUE
MFA00243,U0474,2026-03-31,bypass_request,0,FALSE,TRUE
MFA00244,U0414,2026-04-14,failed_login,1,FALSE,TRUE
MFA00245,U0397,2026-01-18,failed_login,12,FALSE,TRUE
MFA00246,U0479,2026-05-07,device_change,0,FALSE,TRUE
MFA00247,U0189,2026-01-11,reset,0,FALSE,TRUE
MFA00248,U0009,2026-04-06,device_change,0,FALSE,TRUE
MFA00249,U0497,2026-04-29,reset,0,FALSE,TRUE
MFA00250,U0288,2026-06-01,bypass_request,0,FALSE,FALSE
MFA00251,U0175,2026-01-09,reset,1,FALSE,TRUE
MFA00252,U0425,2026-03-17,device_change,0,FALSE,TRUE
MFA00253,U0341,2026-02-05,device_change,0,FALSE,FALSE
MFA00254,U0436,2026-01-20,failed_login,12,FALSE,TRUE
MFA00255,U0379,2026-01-06,reset,0,FALSE,TRUE
MFA00256,U0485,2026-05-15,device_change,0,FALSE,TRUE
MFA00257,U0049,2026-03-27,device_change,0,FALSE,TRUE
MFA00258,U0299,2026-03-01,device_change,0,FALSE,TRUE
MFA00259,U0387,2026-01-21,failed_login,5,FALSE,TRUE
MFA00260,U0354,2026-05-22,failed_login,3,FALSE,TRUE
MFA00261,U0477,2026-04-18,reset,0,FALSE,TRUE
MFA00262,U0071,2026-05-31,reset,0,FALSE,TRUE
MFA00263,U0311,2026-05-19,failed_login,1,FALSE,TRUE
MFA00264,U0459,2026-01-21,bypass_request,0,TRUE,FALSE
MFA00265,U0054,2026-01-05,failed_login,2,FALSE,TRUE
MFA00266,U0098,2026-05-11,device_change,0,FALSE,TRUE
MFA00267,U0296,2026-02-18,bypass_request,2,TRUE,TRUE
MFA00268,U0199,2026-05-16,reset,0,FALSE,TRUE
MFA00269,U0211,2026-03-15,device_change,0,FALSE,TRUE
MFA00270,U0362,2026-06-15,failed_login,3,FALSE,TRUE
MFA00271,U0490,2026-03-06,reset,0,FALSE,TRUE
MFA00272,U0298,2026-03-05,reset,0,FALSE,TRUE
MFA00273,U0382,2026-01-19,reset,0,FALSE,TRUE
MFA00274,U0095,2026-02-23,failed_login,5,FALSE,TRUE
MFA00275,U0095,2026-04-25,reset,0,FALSE,TRUE
MFA00276,U0445,2026-04-16,failed_login,2,FALSE,TRUE
MFA00277,U0340,2026-06-12,reset,0,FALSE,TRUE
MFA00278,U0485,2026-05-06,failed_login,2,FALSE,TRUE
MFA00279,U0078,2026-02-10,failed_login,1,FALSE,TRUE
MFA00280,U0255,2026-02-22,failed_login,2,FALSE,TRUE
MFA00281,U0242,2026-01-04,reset,0,FALSE,TRUE
MFA00282,U0255,2026-06-14,reset,0,FALSE,TRUE
MFA00283,U0430,2026-04-10,failed_login,2,FALSE,TRUE
MFA00284,U0069,2026-03-02,reset,0,FALSE,TRUE
MFA00285,U0283,2026-02-07,failed_login,1,FALSE,TRUE
MFA00286,U0140,2026-05-13,device_change,1,FALSE,TRUE
MFA00287,U0490,2026-01-28,device_change,0,FALSE,TRUE
MFA00288,U0388,2026-05-23,device_change,1,FALSE,TRUE
MFA00289,U0472,2026-05-08,reset,2,FALSE,TRUE
MFA00290,U0168,2026-05-22,bypass_request,0,TRUE,TRUE
MFA00291,U0098,2026-04-19,reset,0,FALSE,TRUE
MFA00292,U0343,2026-06-04,device_change,0,FALSE,TRUE
MFA00293,U0320,2026-03-04,reset,0,FALSE,TRUE
MFA00294,U0389,2026-03-27,reset,0,FALSE,TRUE
MFA00295,U0053,2026-02-05,failed_login,1,FALSE,TRUE
MFA00296,U0012,2026-01-19,failed_login,1,FALSE,FALSE
MFA00297,U0368,2026-02-24,reset,0,FALSE,TRUE
MFA00298,U0471,2026-01-31,failed_login,12,FALSE,TRUE
MFA00299,U0458,2026-03-29,reset,2,FALSE,TRUE
MFA00300,U0242,2026-05-18,bypass_request,5,FALSE,TRUE
MFA00301,U0142,2026-01-02,failed_login,8,FALSE,TRUE
MFA00302,U0408,2026-03-26,failed_login,1,FALSE,TRUE
MFA00303,U0490,2026-04-20,reset,0,FALSE,TRUE
MFA00304,U0285,2026-01-07,failed_login,5,FALSE,FALSE
MFA00305,U0342,2026-02-14,reset,1,FALSE,TRUE
MFA00306,U0049,2026-02-23,reset,0,FALSE,TRUE
MFA00307,U0255,2026-02-04,reset,0,FALSE,TRUE
MFA00308,U0188,2026-03-18,failed_login,5,FALSE,TRUE
MFA00309,U0427,2026-05-02,device_change,0,FALSE,TRUE
MFA00310,U0049,2026-04-18,failed_login,1,FALSE,TRUE
MFA00311,U0112,2026-04-22,failed_login,1,FALSE,TRUE
MFA00312,U0267,2026-05-16,bypass_request,8,FALSE,TRUE
MFA00313,U0169,2026-02-10,device_change,1,FALSE,TRUE
MFA00314,U0111,2026-04-19,device_change,0,FALSE,TRUE
MFA00315,U0162,2026-02-24,reset,2,FALSE,TRUE
MFA00316,U0101,2026-04-07,failed_login,5,FALSE,TRUE
MFA00317,U0490,2026-02-02,reset,2,FALSE,TRUE
MFA00318,U0487,2026-05-24,device_change,0,FALSE,TRUE
MFA00319,U0378,2026-01-14,device_change,0,FALSE,TRUE
MFA00320,U0112,2026-01-13,reset,0,FALSE,TRUE
MFA00321,U0124,2026-01-22,failed_login,2,FALSE,TRUE
MFA00322,U0171,2026-02-15,failed_login,1,FALSE,TRUE
MFA00323,U0072,2026-02-26,device_change,0,FALSE,TRUE
MFA00324,U0255,2026-06-12,reset,0,FALSE,TRUE
MFA00325,U0085,2026-03-28,failed_login,1,FALSE,TRUE
MFA00326,U0397,2026-01-07,failed_login,8,FALSE,TRUE
MFA00327,U0049,2026-06-13,bypass_request,2,TRUE,TRUE
MFA00328,U0051,2026-05-18,failed_login,3,FALSE,TRUE
MFA00329,U0496,2026-02-08,failed_login,12,FALSE,TRUE
MFA00330,U0407,2026-06-15,device_change,0,FALSE,TRUE
MFA00331,U0425,2026-06-03,device_change,0,FALSE,TRUE
MFA00332,U0268,2026-01-20,device_change,0,FALSE,TRUE
MFA00333,U0319,2026-03-22,bypass_request,0,TRUE,TRUE
MFA00334,U0438,2026-03-08,reset,1,FALSE,TRUE
MFA00335,U0046,2026-05-13,failed_login,2,FALSE,TRUE
MFA00336,U0063,2026-02-08,reset,1,FALSE,TRUE
MFA00337,U0190,2026-04-04,failed_login,2,FALSE,TRUE
MFA00338,U0374,2026-01-11,reset,0,FALSE,TRUE
MFA00339,U0012,2026-06-07,failed_login,3,FALSE,TRUE
MFA00340,U0009,2026-06-12,bypass_request,8,FALSE,TRUE
MFA00341,U0304,2026-01-13,reset,2,FALSE,TRUE
MFA00342,U0271,2026-05-23,reset,2,FALSE,TRUE
MFA00343,U0376,2026-06-14,reset,0,FALSE,FALSE
MFA00344,U0477,2026-02-19,reset,0,FALSE,TRUE
MFA00345,U0033,2026-03-04,failed_login,1,FALSE,TRUE
MFA00346,U0317,2026-02-13,failed_login,3,FALSE,TRUE
MFA00347,U0158,2026-02-10,failed_login,1,FALSE,TRUE
MFA00348,U0067,2026-05-16,failed_login,2,FALSE,TRUE
MFA00349,U0129,2026-01-11,reset,1,FALSE,TRUE
MFA00350,U0200,2026-04-06,reset,1,FALSE,TRUE
MFA00351,U0118,2026-04-05,bypass_request,0,TRUE,FALSE
MFA00352,U0012,2026-05-01,failed_login,2,FALSE,TRUE
MFA00353,U0149,2026-05-16,failed_login,3,FALSE,TRUE
MFA00354,U0375,2026-03-03,reset,0,FALSE,TRUE
MFA00355,U0242,2026-02-04,reset,0,FALSE,TRUE
MFA00356,U0117,2026-03-16,reset,0,FALSE,TRUE
MFA00357,U0123,2026-02-25,reset,0,FALSE,TRUE
MFA00358,U0425,2026-05-31,failed_login,2,FALSE,TRUE
MFA00359,U0114,2026-01-27,device_change,0,FALSE,TRUE
MFA00360,U0239,2026-02-01,bypass_request,2,FALSE,TRUE
MFA00361,U0324,2026-05-07,failed_login,1,FALSE,TRUE
MFA00362,U0116,2026-04-15,reset,1,FALSE,TRUE
MFA00363,U0471,2026-05-10,bypass_request,2,FALSE,FALSE
MFA00364,U0156,2026-05-22,device_change,1,FALSE,TRUE
MFA00365,U0223,2026-01-07,reset,2,FALSE,TRUE
MFA00366,U0250,2026-05-21,failed_login,1,FALSE,TRUE
MFA00367,U0126,2026-03-27,failed_login,2,FALSE,TRUE
MFA00368,U0146,2026-06-02,device_change,0,FALSE,TRUE
MFA00369,U0002,2026-02-24,device_change,0,FALSE,TRUE
MFA00370,U0454,2026-03-21,reset,0,FALSE,TRUE
MFA00371,U0328,2026-03-15,bypass_request,0,TRUE,TRUE
MFA00372,U0176,2026-05-31,device_change,0,FALSE,TRUE
MFA00373,U0081,2026-06-05,device_change,0,FALSE,TRUE
MFA00374,U0242,2026-04-18,reset,0,FALSE,TRUE
MFA00375,U0098,2026-03-17,device_change,0,FALSE,FALSE
MFA00376,U0173,2026-03-28,failed_login,1,FALSE,TRUE
MFA00377,U0495,2026-01-12,bypass_request,2,TRUE,TRUE
MFA00378,U0434,2026-01-11,reset,2,FALSE,TRUE
MFA00379,U0222,2026-04-10,reset,0,FALSE,TRUE
MFA00380,U0391,2026-02-09,reset,0,FALSE,TRUE
MFA00381,U0109,2026-02-14,reset,1,FALSE,TRUE
MFA00382,U0027,2026-05-11,device_change,0,FALSE,TRUE
MFA00383,U0249,2026-05-24,failed_login,3,FALSE,TRUE
MFA00384,U0156,2026-03-16,device_change,1,FALSE,TRUE
MFA00385,U0222,2026-05-16,failed_login,12,FALSE,TRUE
MFA00386,U0122,2026-05-21,failed_login,5,FALSE,TRUE
MFA00387,U0282,2026-02-01,failed_login,1,FALSE,TRUE
MFA00388,U0356,2026-01-13,reset,0,FALSE,FALSE
MFA00389,U0034,2026-03-15,device_change,0,FALSE,TRUE
MFA00390,U0232,2026-05-30,device_change,1,FALSE,TRUE
MFA00391,U0294,2026-06-10,failed_login,2,FALSE,TRUE
MFA00392,U0446,2026-03-17,bypass_request,5,FALSE,TRUE
MFA00393,U0347,2026-04-27,failed_login,1,FALSE,TRUE
MFA00394,U0311,2026-04-09,failed_login,3,FALSE,TRUE
MFA00395,U0490,2026-01-06,reset,1,FALSE,TRUE
MFA00396,U0406,2026-02-19,device_change,2,FALSE,TRUE
MFA00397,U0371,2026-02-27,bypass_request,0,TRUE,FALSE
MFA00398,U0287,2026-01-15,device_change,0,FALSE,TRUE
MFA00399,U0243,2026-06-13,reset,0,FALSE,TRUE
MFA00400,U0016,2026-02-14,failed_login,5,FALSE,TRUE
MFA00401,U0371,2026-06-05,reset,0,FALSE,TRUE
MFA00402,U0186,2026-05-14,failed_login,1,FALSE,TRUE
MFA00403,U0429,2026-03-14,device_change,1,FALSE,TRUE
MFA00404,U0455,2026-02-06,failed_login,8,FALSE,TRUE
MFA00405,U0016,2026-02-07,failed_login,2,FALSE,TRUE
MFA00406,U0076,2026-03-10,failed_login,1,FALSE,TRUE
MFA00407,U0177,2026-01-19,failed_login,8,FALSE,TRUE
MFA00408,U0415,2026-02-07,failed_login,5,FALSE,TRUE
MFA00409,U0473,2026-03-06,bypass_request,5,FALSE,TRUE
MFA00410,U0490,2026-03-21,bypass_request,5,TRUE,FALSE
MFA00411,U0427,2026-05-03,device_change,1,FALSE,TRUE
MFA00412,U0264,2026-04-11,failed_login,8,FALSE,TRUE
MFA00413,U0060,2026-04-10,device_change,0,FALSE,TRUE
MFA00414,U0417,2026-01-07,failed_login,1,FALSE,TRUE
MFA00415,U0314,2026-01-21,failed_login,2,FALSE,TRUE
MFA00416,U0165,2026-04-15,reset,1,FALSE,TRUE
MFA00417,U0447,2026-04-24,failed_login,3,FALSE,TRUE
MFA00418,U0173,2026-03-13,reset,0,FALSE,TRUE
